"cim10","c_type","cma","lib_long","libelle","parent","type"
P240,0,3,Aspiration néonatale de méconium,,P24,Pas de restriction particulière (valeur par défaut).
P241,0,3,Aspiration néonatale de liquide amniotique et de mucus,,P24,Pas de restriction particulière (valeur par défaut).
P242,0,3,Aspiration néonatale de sang,,P24,Pas de restriction particulière (valeur par défaut).
P243,0,3,Aspiration néonatale de lait et d aliments régurgités,,P24,Pas de restriction particulière (valeur par défaut).
P248,0,3,Autres syndromes néonatals d aspiration,,P24,Pas de restriction particulière (valeur par défaut).
P249,0,3,"Syndrome néonatal d aspiration, sans précision",,P24,Pas de restriction particulière (valeur par défaut).
P25,3,0,Emphysème interstitiel et affections apparentées survenant pendant la période périnatale,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P250,0,3,Emphysème interstitiel survenant pendant la période périnatale,,P25,Pas de restriction particulière (valeur par défaut).
P251,0,3,Pneumothorax survenant pendant la période périnatale,,P25,Pas de restriction particulière (valeur par défaut).
P252,0,3,Pneumomédiastin survenant pendant la période périnatale,,P25,Pas de restriction particulière (valeur par défaut).
P253,0,3,Pneumopéricarde survenant pendant la période périnatale,,P25,Pas de restriction particulière (valeur par défaut).
P258,0,3,Autres affections apparentées à l emphysème interstitiel survenant pendant la période périnatale,,P25,Pas de restriction particulière (valeur par défaut).
P26,3,0,Hémorragie pulmonaire survenant pendant la période périnatale,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P260,0,2,Hémorragie trachéobronchique survenant pendant la période périnatale,,P26,Pas de restriction particulière (valeur par défaut).
P261,0,2,Hémorragie pulmonaire massive survenant pendant la période périnatale,,P26,Pas de restriction particulière (valeur par défaut).
P268,0,2,Autres hémorragies pulmonaires survenant pendant la période périnatale,,P26,Pas de restriction particulière (valeur par défaut).
P269,0,2,Hémorragie pulmonaire non précisée survenant pendant la période périnatale,,P26,Pas de restriction particulière (valeur par défaut).
P27,3,0,Maladies respiratoires chroniques survenant pendant la période périnatale,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P270,0,2,Syndrome de Wilson-Mikity,,P27,Pas de restriction particulière (valeur par défaut).
P271,0,2,Dysplasie broncho-pulmonaire survenant pendant la période périnatale,,P27,Pas de restriction particulière (valeur par défaut).
P278,0,2,Autres maladies respiratoires chroniques survenant pendant la période périnatale,,P27,Pas de restriction particulière (valeur par défaut).
P279,0,2,Maladie respiratoire chronique non précisée survenant pendant la période périnatale,,P27,Pas de restriction particulière (valeur par défaut).
P28,3,0,Autres affections respiratoires survenant pendant la période périnatale,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P280,0,2,Atélectasie primitive du nouveau-né,,P28,Pas de restriction particulière (valeur par défaut).
P281,0,2,"Atélectasies du nouveau-né, autres et sans précision",,P28,Pas de restriction particulière (valeur par défaut).
P282,0,2,Crises de cyanose du nouveau-né,,P28,Pas de restriction particulière (valeur par défaut).
P283,0,2,Apnée (primitive) du sommeil chez le nouveau-né,,P28,Pas de restriction particulière (valeur par défaut).
P284,0,2,Autres apnées du nouveau-né,,P28,Pas de restriction particulière (valeur par défaut).
P285,0,2,Insuffisance respiratoire du nouveau-né,,P28,Pas de restriction particulière (valeur par défaut).
P288,0,2,Autres affections respiratoires précisées chez le nouveau-né,,P28,Pas de restriction particulière (valeur par défaut).
P289,0,2,"Affection respiratoire du nouveau-né, sans précision",,P28,Pas de restriction particulière (valeur par défaut).
P29,3,0,Affections cardio-vasculaires survenant pendant la période périnatale,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P290,0,4,Insuffisance cardiaque néonatale,,P29,Pas de restriction particulière (valeur par défaut).
P291,0,4,Arythmie cardiaque néonatale,,P29,Pas de restriction particulière (valeur par défaut).
P292,0,4,Hypertension néonatale,,P29,Pas de restriction particulière (valeur par défaut).
P293,0,4,Persistance de la circulation foetale,,P29,Pas de restriction particulière (valeur par défaut).
P294,0,4,Ischémie transitoire du myocarde du nouveau-né,,P29,Pas de restriction particulière (valeur par défaut).
P298,0,4,Autres affections cardio-vasculaires survenant pendant la période périnatale,,P29,Pas de restriction particulière (valeur par défaut).
P299,0,4,"Affection cardio-vasculaire survenant pendant la période périnatale, sans précision",,P29,Pas de restriction particulière (valeur par défaut).
P35,3,0,Maladies virales congénitales,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P350,0,1,Syndrome de rubéole congénitale,,P35,Pas de restriction particulière (valeur par défaut).
P351,0,1,Infection congénitale à cytomégalovirus,,P35,Pas de restriction particulière (valeur par défaut).
P352,0,1,Infection virale congénitale herpétique [herpes simplex],,P35,Pas de restriction particulière (valeur par défaut).
P353,0,1,Hépatite virale congénitale,,P35,Pas de restriction particulière (valeur par défaut).
P358,0,1,Autres maladies virales congénitales,,P35,Pas de restriction particulière (valeur par défaut).
P359,0,1,"Maladie virale congénitale, sans précision",,P35,Pas de restriction particulière (valeur par défaut).
P36,3,0,Infection bactérienne du nouveau-né,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P360,3,0,"Infection du nouveau-né à streptocoques, groupe B",,P36,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P3600,0,3,"Septicémie du nouveau-né à streptocoques, groupe B",,P360,Pas de restriction particulière (valeur par défaut).
P3609,0,2,"Infection non précisée du nouveau-né à streptocoques, groupe B",,P360,Pas de restriction particulière (valeur par défaut).
P361,3,0,"Infections du nouveau-né à streptocoques, autres et sans précision",,P36,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P3610,0,3,"Septicémie du nouveau-né à streptocoques, autres et sans précision",,P361,Pas de restriction particulière (valeur par défaut).
P3619,0,2,"Infection non précisée du nouveau-né à streptocoques, autres ou sans précision",,P361,Pas de restriction particulière (valeur par défaut).
P362,3,0,Infection du nouveau-né à staphylocoques dorés,,P36,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P3620,0,3,Septicémie du nouveau-né à staphylocoques dorés,,P362,Pas de restriction particulière (valeur par défaut).
P3629,0,2,Infection non précisée du nouveau-né à staphylocoques dorés,,P362,Pas de restriction particulière (valeur par défaut).
P363,3,0,"Infections du nouveau-né à staphylocoques, autres et sans précision",,P36,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P3630,0,3,"Septicémie du nouveau-né à staphylocoques, autres et sans précision",,P363,Pas de restriction particulière (valeur par défaut).
P3639,0,2,"Infection non précisée du nouveau-né à staphylocoques, autres et sans précision",,P363,Pas de restriction particulière (valeur par défaut).
P364,3,0,Infection du nouveau-né à Escherichia coli,,P36,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P3640,0,3,Septicémie du nouveau-né à Escherichia coli,,P364,Pas de restriction particulière (valeur par défaut).
P3649,0,2,Infection non précisée du nouveau-né à Escherichia coli,,P364,Pas de restriction particulière (valeur par défaut).
P365,3,0,Infection du nouveau-né due à des anaérobies,,P36,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P3650,0,3,Septicémie du nouveau-né à anaérobies,,P365,Pas de restriction particulière (valeur par défaut).
P3659,0,2,Infection non précisée du nouveau-né due à des anaérobies,,P365,Pas de restriction particulière (valeur par défaut).
P368,3,0,Autres infections bactériennes du nouveau-né,,P36,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P3680,0,3,Septicémie du nouveau-né à autres bactéries,,P368,Pas de restriction particulière (valeur par défaut).
P3689,0,2,Infection non précisée du nouveau-né due à d autres bactéries,,P368,Pas de restriction particulière (valeur par défaut).
P369,3,0,"Infection bactérienne du nouveau-né, sans précision",,P36,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P3690,0,3,"Septicémie du nouveau-né, bactérie non précisée",,P369,Pas de restriction particulière (valeur par défaut).
P3699,0,2,"Infection non précisée du nouveau-né, bactérie non précisée",,P369,Pas de restriction particulière (valeur par défaut).
P37,3,0,Autres maladies infectieuses et parasitaires congénitales,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P370,0,2,Tuberculose congénitale,,P37,Pas de restriction particulière (valeur par défaut).
P371,0,2,Toxoplasmose congénitale,,P37,Pas de restriction particulière (valeur par défaut).
P372,0,2,Listériose néonatale (disséminée),,P37,Pas de restriction particulière (valeur par défaut).
P373,0,2,Paludisme congénital à Plasmodium falciparum,,P37,Pas de restriction particulière (valeur par défaut).
P374,0,2,Autres formes de paludisme congénital,,P37,Pas de restriction particulière (valeur par défaut).
P375,0,2,Candidose néonatale,,P37,Pas de restriction particulière (valeur par défaut).
P378,0,2,Autres maladies infectieuses et parasitaires congénitales précisées,,P37,Pas de restriction particulière (valeur par défaut).
P379,0,2,"Maladie infectieuse ou parasitaire congénitale, sans précision",,P37,Pas de restriction particulière (valeur par défaut).
P38,0,1,"Omphalite du nouveau-né, avec ou sans hémorragie légère",,,Pas de restriction particulière (valeur par défaut).
P39,3,0,Autres infections spécifiques de la période périnatale,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P390,0,2,Mastite infectieuse néonatale,,P39,Pas de restriction particulière (valeur par défaut).
P391,0,2,Conjonctivite et dacryocystite néonatales,,P39,Pas de restriction particulière (valeur par défaut).
P392,0,2,"Infection intra-amniotique du foetus, non classée ailleurs",,P39,Pas de restriction particulière (valeur par défaut).
P393,0,2,Infection néonatale des voies urinaires,,P39,Pas de restriction particulière (valeur par défaut).
P394,0,2,Infection néonatale de la peau,,P39,Pas de restriction particulière (valeur par défaut).
P398,0,2,Autres infections spécifiques précisées de la période périnatale,,P39,Pas de restriction particulière (valeur par défaut).
P399,0,2,"Infection spécifique de la période périnatale, sans précision",,P39,Pas de restriction particulière (valeur par défaut).
P50,3,0,Perte de sang foetal,,,"Diagnostic interdit en DP, DR et DA - Catégories et sous-catégories non vides ou code père interdit"
P500,0,2,Perte de sang foetal due à une insertion vélamenteuse du cordon,,P50,Pas de restriction particulière (valeur par défaut).
